AA_URL,A_IDX,b_content_type,b_number_of_iframes,b_presence_of_double_body,b_presence_of_double_head,b_presence_of_double_html,c_is_src_different,c_is_src_external,c_is_src_in_whiteList,h_dis_attr,h_height_min,h_hidden_rule1,h_hidden_rule2,h_hidden_rule3,h_is_tag_hidden,h_left_attr,h_pos_attr,h_top_attr,h_vis_attr,h_width_min,l_abs_dis_iframe_body,l_abs_dis_iframe_html,l_abs_iframe,l_abs_minimum_dis,l_iframe_close_to_body_start_or_end,l_iframe_close_to_html_start_end,l_ratio_minimum_dis,l_rela_dis_iframe_body,l_rela_dis_iframe_html,l_rela_iframe,l_total_length_of_website,s2_query_has_id_as_arguments,s2_query_has_security_words,s2_url_has_popular_words,s_category_TLD,s_count_of_digits_sub,s_count_of_letters_sub,s_has_digit_sub,s_has_file_name_extension,s_has_fragment,s_has_src,s_has_subdomain,s_isword_sub,s_num_of_dots,s_path_len,s_pattern_sub,s_query_arg_num,s_src_len,s_src_len_query,s_src_len_sub,t_distance_to_body,t_distance_to_head,t_distance_to_html,t_distance_to_root,t_in_the_body,t_in_the_head,t_in_the_html
/Users/ketian/Desktop/alexa10k/ahram.org.eg,11,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,885,659,894,659,start,start,0.28777292576419217,0.3864628820960699,0.28777292576419217,0.39039301310043667,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,78,40,0,9,,10,11,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,12,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,708,706,1582,706,end,end,0.308296943231441,0.3091703056768559,0.308296943231441,0.6908296943231441,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,8,,9,10,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,13,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,696,694,1594,694,end,end,0.30305676855895197,0.30393013100436683,0.30305676855895197,0.6960698689956332,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,8,,9,10,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,14,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,686,684,1604,684,end,end,0.2986899563318777,0.2995633187772926,0.2986899563318777,0.7004366812227074,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,78,40,0,8,,9,10,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,15,,18,False,False,False,82,True,False,,470.0,False,False,False,False,,,,,100.0,521,519,1769,519,end,end,0.22663755458515283,0.2275109170305677,0.22663755458515283,0.7724890829694323,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,7,,8,9,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,16,,18,False,False,False,82,True,False,,250.0,False,False,False,False,,,,,300.0,508,506,1782,506,end,end,0.22096069868995633,0.22183406113537119,0.22096069868995633,0.7781659388646288,2290,True,False,False,org.eg,,,,False,False,True,False,,3,12,,4,79,41,0,9,,10,11,True,False,True
/Users/ketian/Desktop/alexa10k/ahram.org.eg,17,,18,False,False,False,,False,False,,380.0,False,False,False,False,,,,,100.0,428,426,1862,426,end,end,0.18602620087336244,0.1868995633187773,0.18602620087336244,0.8131004366812227,2290,False,False,False,,,,,False,False,True,False,,0,29,,0,40,8,0,13,,14,15,True,False,True
/Users/ketian/Desktop/alexa10k/aib.ie,1,,2,False,False,False,1,True,False,none,1.0,True,False,True,True,,,,,1.0,823,675,830,675,start,start,0.27086677367576245,0.33025682182985555,0.27086677367576245,0.3330658105939005,2492,False,False,False,net,7,3,True,False,False,True,True,False,3,9,3,0,87,0,11,7,,8,9,True,False,True
/Users/ketian/Desktop/alexa10k/akhbarelyom.com,0,,4,False,False,False,3,True,False,,700.0,False,False,False,False,,,,,100.0,301,300,1763,300,end,end,0.14534883720930233,0.14583333333333334,0.14534883720930233,0.8541666666666666,2064,False,False,False,com,0,6,False,False,False,True,True,False,2,24,3,0,54,0,6,5,,6,7,True,False,True
/Users/ketian/Desktop/alexa10k/akhbarelyom.com,1,,4,False,False,False,1,True,False,,214.0,False,False,False,False,,,,,100.0,211,210,1853,210,end,end,0.10174418604651163,0.10222868217054264,0.10174418604651163,0.8977713178294574,2064,False,False,False,com,0,5,False,False,False,True,True,True,2,20,1,9,104,50,5,6,,7,8,True,False,True
